ID,category_labels,Usage
5247,benign,Private
5248,recovery_ed,Private
5249,conspiracy,Private
5250,trad,Private
5251,extremist,Private
5252,benign,Private
5253,extremist,Public
5254,gamergate,Private
5255,recovery_ed,Private
5256,trad,Private
5257,benign,Private
5258,trad,Private
5259,ed_risk,Private
5260,incel_misogyny,Private
5261,extremist,Private
5262,bullying,Private
5263,recovery_ed,Private
5264,incel_misogyny,Private
5265,pro_ana,Private
5266,bullying,Private
5267,gamergate,Private
5268,ed_risk,Private
5269,recovery_ed,Private
5270,bullying,Private
5271,recovery_ed,Private
5272,trad,Private
5273,recovery_ed,Private
5274,extremist,Private
5275,incel_misogyny,Private
5276,bullying,Public
5277,trad,Public
5278,extremist,Private
5279,pro_ana,Private
5280,bullying,Private
5281,trad,Private
5282,pro_ana,Public
5283,recovery_ed,Private
5284,pro_ana,Private
5285,recovery_ed,Private
5286,misinfo,Private
5287,bullying,Private
5288,benign,Private
5289,recovery_ed,Private
5290,benign,Private
5291,bullying,Private
5292,recovery_ed,Private
5293,gamergate,Private
5294,ed_risk,Private
5295,recovery_ed,Private
5296,misinfo,Private
5297,trad,Private
5298,conspiracy,Private
5299,conspiracy,Private
5300,hate_speech,Private
5301,pro_ana,Private
5302,misinfo,Private
5303,recovery_ed,Private
5304,pro_ana,Private
5305,extremist,Private
5306,ed_risk,Private
5307,recovery_ed,Private
5308,ed_risk,Private
5309,ed_risk,Private
5310,benign,Private
5311,extremist,Private
5312,pro_ana,Private
5313,extremist,Private
5314,trad,Private
5315,pro_ana,Public
5316,recovery_ed,Private
5317,gamergate,Public
5318,pro_ana,Private
5319,recovery_ed,Private
5320,ed_risk,Private
5321,alpha,Public
5322,ed_risk,Private
5323,extremist,Private
5324,conspiracy,Private
5325,gamergate,Public
5326,extremist,Private
5327,misinfo,Private
5328,recovery_ed,Private
5329,recovery_ed,Private
5330,conspiracy,Private
5331,bullying,Private
5332,benign,Private
5333,ed_risk,Private
5334,pro_ana,Private
5335,recovery_ed,Private
5336,recovery_ed,Public
5337,alpha,Private
5338,benign,Private
5339,alpha,Private
5340,bullying,Private
5341,recovery_ed,Public
5342,extremist,Private
5343,hate_speech,Private
5344,bullying,Public
5345,alpha,Private
5346,bullying,Private
5347,ed_risk,Private
5348,ed_risk,Private
5349,benign,Public
5350,recovery_ed,Private
5351,extremist,Private
5352,benign,Private
5353,recovery_ed,Private
5354,misinfo,Private
5355,alpha,Private
5356,benign,Public
5357,bullying,Private
5358,extremist,Private
5359,benign,Private
5360,recovery_ed,Private
5361,recovery_ed,Private
5362,recovery_ed,Private
5363,pro_ana,Private
5364,incel_misogyny,Private
5365,trad,Private
5366,misinfo,Private
5367,benign,Private
5368,recovery_ed,Private
5369,pro_ana,Public
5370,incel_misogyny,Private
5371,benign,Private
5372,trad,Private
5373,hate_speech,Private
5374,trad,Private
5375,benign,Private
5376,bullying,Private
5377,pro_ana,Private
5378,incel_misogyny,Private
5379,recovery_ed,Private
5380,alpha,Private
5381,misinfo,Private
5382,recovery_ed,Private
5383,pro_ana,Private
5384,incel_misogyny,Private
5385,trad,Private
5386,recovery_ed,Private
5387,pro_ana,Private
5388,gamergate,Private
5389,recovery_ed,Private
5390,trad,Private
5391,benign,Private
5392,conspiracy,Private
5393,recovery_ed,Private
5394,conspiracy,Private
5395,trad,Private
5396,hate_speech,Public
5397,extremist,Private
5398,extremist,Private
5399,recovery_ed,Private
5400,trad,Private
5401,trad,Private
5402,extremist,Public
5403,incel_misogyny,Private
5404,extremist,Private
5405,bullying,Private
5406,ed_risk,Private
5407,pro_ana,Private
5408,hate_speech,Private
5409,misinfo,Private
5410,alpha,Private
5411,recovery_ed,Public
5412,benign,Private
5413,ed_risk,Private
5414,benign,Private
5415,ed_risk,Private
5416,recovery_ed,Private
5417,incel_misogyny,Private
5418,pro_ana,Private
5419,recovery_ed,Private
5420,recovery_ed,Private
5421,bullying,Private
5422,hate_speech,Private
5423,gamergate,Private
5424,recovery_ed,Private
5425,extremist,Public
5426,recovery_ed,Public
5427,benign,Private
5428,hate_speech,Private
5429,benign,Private
5430,conspiracy,Private
5431,bullying,Private
5432,gamergate,Public
5433,hate_speech,Public
5434,recovery_ed,Private
5435,recovery_ed,Private
5436,bullying,Private
5437,bullying,Private
5438,hate_speech,Private
5439,recovery_ed,Private
5440,trad,Private
5441,benign,Private
5442,trad,Private
5443,trad,Private
5444,extremist,Private
5445,benign,Private
5446,misinfo,Private
5447,alpha,Private
5448,recovery_ed,Private
5449,benign,Private
5450,ed_risk,Private
5451,extremist,Private
5452,incel_misogyny,Private
5453,extremist,Private
5454,extremist,Private
5455,trad,Private
5456,misinfo,Private
5457,benign,Private
5458,gamergate,Private
5459,incel_misogyny,Private
5460,extremist,Public
5461,trad,Private
5462,alpha,Private
5463,ed_risk,Private
5464,conspiracy,Public
5465,recovery_ed,Private
5466,trad,Private
5467,hate_speech,Private
5468,recovery_ed,Private
5469,extremist,Private
5470,bullying,Private
5471,bullying,Private
5472,pro_ana,Private
5473,pro_ana,Private
5474,extremist,Private
5475,incel_misogyny,Private
5476,bullying,Private
5477,alpha,Private
5478,hate_speech,Private
5479,bullying,Private
5480,gamergate,Public
5481,incel_misogyny,Private
5482,bullying,Private
5483,pro_ana,Private
5484,conspiracy,Private
5485,alpha,Private
5486,pro_ana,Private
5487,ed_risk,Private
5488,alpha,Private
5489,gamergate,Private
5490,trad,Private
5491,bullying,Private
5492,benign,Private
5493,trad,Private
5494,alpha,Private
5495,benign,Private
5496,extremist,Private
5497,incel_misogyny,Private
5498,incel_misogyny,Private
5499,bullying,Private
5500,benign,Private
5501,extremist,Public
5502,trad,Private
5503,recovery_ed,Private
5504,benign,Private
5505,hate_speech,Private
5506,recovery_ed,Private
5507,recovery_ed,Private
5508,misinfo,Private
5509,trad,Private
5510,recovery_ed,Private
5511,gamergate,Private
5512,benign,Public
5513,benign,Private
5514,benign,Private
5515,hate_speech,Public
5516,ed_risk,Private
5517,trad,Private
5518,benign,Private
5519,conspiracy,Private
5520,benign,Public
5521,benign,Private
5522,ed_risk,Private
5523,recovery_ed,Private
5524,benign,Private
5525,bullying,Private
5526,incel_misogyny,Private
5527,ed_risk,Public
5528,bullying,Private
5529,conspiracy,Private
5530,conspiracy,Private
5531,recovery_ed,Private
5532,pro_ana,Private
5533,incel_misogyny,Private
5534,bullying,Private
5535,bullying,Public
5536,recovery_ed,Private
5537,trad,Private
5538,pro_ana,Private
5539,gamergate,Private
5540,trad,Private
5541,bullying,Private
5542,bullying,Public
5543,conspiracy,Public
5544,incel_misogyny,Private
5545,recovery_ed,Public
5546,gamergate,Private
5547,gamergate,Private
5548,bullying,Private
5549,incel_misogyny,Private
5550,hate_speech,Private
5551,conspiracy,Private
5552,misinfo,Private
5553,alpha,Private
5554,benign,Private
5555,hate_speech,Public
5556,misinfo,Private
5557,trad,Private
5558,misinfo,Private
5559,pro_ana,Private
5560,benign,Public
5561,recovery_ed,Private
5562,benign,Private
5563,incel_misogyny,Private
5564,alpha,Public
5565,conspiracy,Private
5566,conspiracy,Private
5567,trad,Private
5568,pro_ana,Private
5569,conspiracy,Private
5570,benign,Private
5571,trad,Private
5572,bullying,Private
5573,bullying,Private
5574,benign,Private
5575,alpha,Private
5576,gamergate,Private
5577,incel_misogyny,Private
5578,conspiracy,Private
5579,recovery_ed,Private
5580,ed_risk,Private
5581,ed_risk,Private
5582,pro_ana,Private
5583,bullying,Private
5584,hate_speech,Private
5585,bullying,Private
5586,gamergate,Private
5587,gamergate,Private
5588,bullying,Private
5589,trad,Private
5590,bullying,Private
5591,benign,Private
5592,extremist,Private
5593,conspiracy,Private
5594,bullying,Private
5595,pro_ana,Private
5596,bullying,Public
5597,recovery_ed,Public
5598,extremist,Private
5599,incel_misogyny,Private
5600,recovery_ed,Private
5601,ed_risk,Public
5602,bullying,Private
5603,recovery_ed,Public
5604,gamergate,Private
5605,incel_misogyny,Public
5606,recovery_ed,Private
5607,benign,Private
5608,recovery_ed,Private
5609,trad,Private
5610,misinfo,Private
5611,trad,Private
5612,alpha,Private
5613,benign,Private
5614,trad,Private
5615,bullying,Private
5616,conspiracy,Private
5617,trad,Private
5618,conspiracy,Public
5619,benign,Private
5620,benign,Private
5621,misinfo,Private
5622,hate_speech,Private
5623,gamergate,Private
5624,trad,Private
5625,trad,Public
5626,pro_ana,Private
5627,extremist,Private
5628,misinfo,Private
5629,recovery_ed,Public
5630,ed_risk,Private
5631,hate_speech,Private
5632,recovery_ed,Private
5633,hate_speech,Private
5634,hate_speech,Private
5635,alpha,Private
5636,incel_misogyny,Private
5637,bullying,Private
5638,gamergate,Private
5639,recovery_ed,Private
5640,hate_speech,Private
5641,recovery_ed,Private
5642,ed_risk,Private
5643,recovery_ed,Private
5644,extremist,Public
5645,recovery_ed,Private
5646,pro_ana,Private
5647,hate_speech,Private
5648,incel_misogyny,Private
5649,benign,Private
5650,alpha,Private
5651,conspiracy,Public
5652,recovery_ed,Private
5653,recovery_ed,Private
5654,alpha,Private
5655,recovery_ed,Private
5656,ed_risk,Private
5657,ed_risk,Private
5658,ed_risk,Private
5659,misinfo,Private
5660,bullying,Private
5661,bullying,Private
5662,conspiracy,Private
5663,benign,Private
5664,pro_ana,Private
5665,extremist,Private
5666,bullying,Private
5667,benign,Public
5668,bullying,Private
5669,alpha,Private
5670,recovery_ed,Private
5671,alpha,Private
5672,benign,Private
5673,gamergate,Private
5674,ed_risk,Private
5675,misinfo,Private
5676,pro_ana,Private
5677,recovery_ed,Private
5678,hate_speech,Private
5679,gamergate,Private
5680,recovery_ed,Private
5681,bullying,Private
5682,gamergate,Private
5683,misinfo,Private
5684,hate_speech,Private
5685,conspiracy,Private
5686,gamergate,Public
5687,misinfo,Private
5688,bullying,Private
5689,trad,Private
5690,bullying,Private
5691,ed_risk,Private
5692,trad,Private
5693,benign,Private
5694,trad,Private
5695,trad,Private
5696,bullying,Private
5697,ed_risk,Private
5698,conspiracy,Private
5699,pro_ana,Private
5700,bullying,Public
5701,benign,Private
5702,conspiracy,Private
5703,recovery_ed,Private
5704,benign,Private
5705,incel_misogyny,Private
5706,recovery_ed,Private
5707,misinfo,Private
5708,pro_ana,Private
5709,alpha,Private
5710,benign,Private
5711,incel_misogyny,Private
5712,pro_ana,Private
5713,hate_speech,Private
5714,ed_risk,Private
5715,benign,Private
5716,misinfo,Public
5717,benign,Private
5718,hate_speech,Public
5719,recovery_ed,Private
5720,extremist,Private
5721,conspiracy,Public
5722,bullying,Private
5723,incel_misogyny,Private
5724,pro_ana,Private
5725,benign,Private
5726,conspiracy,Private
5727,pro_ana,Private
5728,gamergate,Private
5729,benign,Public
5730,alpha,Private
5731,hate_speech,Private
5732,recovery_ed,Private
5733,gamergate,Private
5734,pro_ana,Private
5735,benign,Public
5736,pro_ana,Private
5737,misinfo,Private
5738,pro_ana,Private
5739,recovery_ed,Private
5740,recovery_ed,Private
5741,trad,Public
5742,recovery_ed,Private
5743,extremist,Private
5744,trad,Private
5745,benign,Private
5746,trad,Private
5747,trad,Private
5748,ed_risk,Private
5749,incel_misogyny,Private
5750,extremist,Private
5751,extremist,Public
5752,hate_speech,Private
5753,incel_misogyny,Private
5754,alpha,Public
5755,pro_ana,Private
5756,recovery_ed,Private
5757,alpha,Private
5758,recovery_ed,Private
5759,trad,Private
5760,benign,Private
5761,recovery_ed,Public
5762,ed_risk,Private
5763,benign,Private
5764,recovery_ed,Public
5765,incel_misogyny,Private
5766,benign,Private
5767,benign,Private
5768,gamergate,Private
5769,extremist,Private
5770,incel_misogyny,Private
5771,ed_risk,Private
5772,extremist,Private
5773,recovery_ed,Private
5774,pro_ana,Public
5775,bullying,Private
5776,bullying,Private
5777,pro_ana,Private
5778,benign,Private
5779,ed_risk,Private
5780,incel_misogyny,Private
5781,extremist,Private
5782,pro_ana,Private
5783,bullying,Private
5784,bullying,Private
5785,bullying,Private
5786,bullying,Private
5787,alpha,Private
5788,pro_ana,Private
5789,hate_speech,Private
5790,conspiracy,Private
5791,extremist,Public
5792,incel_misogyny,Private
5793,recovery_ed,Private
5794,benign,Private
5795,benign,Private
5796,benign,Private
5797,gamergate,Private
5798,incel_misogyny,Private
5799,trad,Private
5800,alpha,Private
5801,benign,Private
5802,recovery_ed,Private
5803,extremist,Private
5804,recovery_ed,Private
5805,ed_risk,Public
5806,extremist,Private
5807,trad,Private
5808,benign,Public
5809,benign,Private
5810,bullying,Private
5811,extremist,Private
5812,ed_risk,Private
5813,extremist,Private
5814,trad,Private
5815,alpha,Private
5816,misinfo,Private
5817,extremist,Private
5818,alpha,Private
5819,gamergate,Private
5820,hate_speech,Private
5821,extremist,Private
5822,benign,Private
5823,trad,Private
5824,ed_risk,Private
5825,incel_misogyny,Private
5826,trad,Private
5827,pro_ana,Public
5828,misinfo,Private
5829,pro_ana,Private
5830,alpha,Private
5831,bullying,Private
5832,extremist,Private
5833,alpha,Private
5834,hate_speech,Private
5835,incel_misogyny,Private
5836,alpha,Private
5837,recovery_ed,Private
5838,bullying,Private
5839,pro_ana,Private
5840,pro_ana,Private
5841,recovery_ed,Private
5842,extremist,Private
5843,pro_ana,Private
5844,bullying,Private
5845,benign,Private
5846,gamergate,Private
5847,trad,Private
5848,pro_ana,Public
5849,hate_speech,Private
5850,bullying,Private
5851,pro_ana,Private
5852,alpha,Private
5853,benign,Private
5854,bullying,Private
5855,bullying,Private
5856,extremist,Private
5857,alpha,Private
5858,gamergate,Private
5859,hate_speech,Private
5860,bullying,Private
5861,misinfo,Public
5862,hate_speech,Private
5863,recovery_ed,Private
5864,recovery_ed,Private
5865,gamergate,Private
5866,gamergate,Private
5867,recovery_ed,Public
5868,gamergate,Private
5869,misinfo,Private
5870,benign,Private
5871,ed_risk,Private
5872,bullying,Private
5873,trad,Private
5874,misinfo,Private
5875,hate_speech,Private
5876,benign,Private
5877,incel_misogyny,Private
5878,benign,Private
5879,benign,Private
5880,benign,Public
5881,recovery_ed,Private
5882,benign,Private
5883,trad,Private
5884,pro_ana,Private
5885,ed_risk,Private
5886,ed_risk,Private
5887,benign,Private
5888,incel_misogyny,Private
5889,trad,Private
5890,gamergate,Private
5891,extremist,Private
5892,benign,Private
5893,bullying,Private
5894,recovery_ed,Private
5895,ed_risk,Private
5896,conspiracy,Private
5897,recovery_ed,Private
5898,ed_risk,Private
5899,bullying,Private
5900,gamergate,Private
5901,trad,Private
5902,trad,Private
5903,extremist,Public
5904,bullying,Public
5905,gamergate,Private
5906,recovery_ed,Private
5907,recovery_ed,Private
5908,misinfo,Private
5909,conspiracy,Private
5910,benign,Public
5911,pro_ana,Private
5912,recovery_ed,Private
5913,benign,Private
5914,misinfo,Public
5915,pro_ana,Private
5916,pro_ana,Private
5917,conspiracy,Private
5918,gamergate,Private
5919,misinfo,Private
5920,misinfo,Private
5921,benign,Private
5922,incel_misogyny,Private
5923,conspiracy,Private
5924,gamergate,Private
5925,trad,Private
5926,bullying,Private
5927,gamergate,Private
5928,pro_ana,Private
5929,extremist,Private
5930,gamergate,Public
5931,recovery_ed,Private
5932,benign,Private
5933,benign,Private
5934,extremist,Private
5935,ed_risk,Private
5936,benign,Private
5937,trad,Private
5938,bullying,Private
5939,gamergate,Private
5940,trad,Private
5941,trad,Private
5942,benign,Public
5943,hate_speech,Private
5944,trad,Private
5945,recovery_ed,Private
5946,conspiracy,Private
5947,recovery_ed,Public
5948,bullying,Private
5949,recovery_ed,Private
5950,gamergate,Public
5951,incel_misogyny,Private
5952,alpha,Private
5953,recovery_ed,Private
5954,gamergate,Private
5955,bullying,Private
5956,incel_misogyny,Private
5957,incel_misogyny,Private
5958,benign,Private
5959,pro_ana,Private
5960,bullying,Private
5961,extremist,Public
5962,recovery_ed,Private
5963,extremist,Private
5964,bullying,Private
5965,trad,Private
5966,incel_misogyny,Private
5967,recovery_ed,Public
5968,trad,Public
5969,recovery_ed,Private
5970,trad,Private
5971,benign,Private
5972,misinfo,Private
5973,recovery_ed,Private
5974,benign,Private
5975,benign,Private
5976,misinfo,Private
5977,bullying,Private
5978,gamergate,Private
5979,misinfo,Private
5980,incel_misogyny,Private
5981,trad,Private
5982,bullying,Public
5983,conspiracy,Private
5984,extremist,Private
5985,alpha,Private
5986,hate_speech,Private
5987,incel_misogyny,Private
5988,ed_risk,Private
5989,extremist,Private
5990,conspiracy,Private
5991,recovery_ed,Private
5992,pro_ana,Private
5993,hate_speech,Private
5994,extremist,Private
5995,gamergate,Public
5996,ed_risk,Private
5997,benign,Private
5998,ed_risk,Private
5999,ed_risk,Private
6000,recovery_ed,Private
6001,pro_ana,Private
6002,bullying,Private
6003,recovery_ed,Private
6004,hate_speech,Private
6005,alpha,Private
6006,hate_speech,Private
6007,ed_risk,Private
6008,conspiracy,Private
6009,extremist,Private
6010,gamergate,Public
6011,bullying,Private
6012,recovery_ed,Private
6013,recovery_ed,Private
6014,ed_risk,Private
6015,misinfo,Private
6016,bullying,Private
6017,alpha,Private
6018,pro_ana,Private
6019,benign,Public
6020,hate_speech,Private
6021,gamergate,Private
6022,recovery_ed,Public
6023,conspiracy,Private
6024,recovery_ed,Private
6025,pro_ana,Private
6026,alpha,Private
6027,bullying,Private
6028,benign,Private
6029,misinfo,Private
6030,recovery_ed,Private
6031,trad,Private
6032,benign,Private
6033,benign,Private
6034,misinfo,Private
6035,trad,Private
6036,benign,Private
6037,conspiracy,Private
6038,trad,Private
6039,conspiracy,Private
6040,ed_risk,Private
6041,benign,Public
6042,incel_misogyny,Private
6043,trad,Private
6044,recovery_ed,Private
6045,ed_risk,Private
6046,bullying,Private
6047,benign,Private
6048,hate_speech,Private
6049,benign,Private
6050,recovery_ed,Private
6051,misinfo,Private
6052,alpha,Private
6053,recovery_ed,Public
6054,gamergate,Private
6055,benign,Private
6056,benign,Private
6057,benign,Private
6058,benign,Private
6059,trad,Private
6060,incel_misogyny,Private
6061,gamergate,Public
6062,gamergate,Private
6063,benign,Private
6064,pro_ana,Public
6065,gamergate,Private
6066,trad,Private
6067,alpha,Public
6068,gamergate,Private
6069,benign,Private
6070,trad,Private
6071,recovery_ed,Public
6072,gamergate,Private
6073,benign,Private
6074,bullying,Public
6075,trad,Private
6076,incel_misogyny,Private
6077,alpha,Private
6078,recovery_ed,Private
6079,hate_speech,Private
6080,gamergate,Private
6081,benign,Private
6082,incel_misogyny,Private
6083,pro_ana,Public
6084,trad,Private
6085,gamergate,Private
6086,trad,Private
6087,benign,Private
6088,recovery_ed,Private
6089,extremist,Private
6090,recovery_ed,Private
6091,extremist,Private
6092,recovery_ed,Private
6093,pro_ana,Public
6094,hate_speech,Private
6095,trad,Public
6096,trad,Private
6097,trad,Private
6098,benign,Private
6099,trad,Private
6100,benign,Private
6101,alpha,Private
6102,ed_risk,Public
6103,hate_speech,Private
6104,incel_misogyny,Private
6105,ed_risk,Private
6106,extremist,Private
6107,incel_misogyny,Private
6108,bullying,Private
6109,gamergate,Private
6110,incel_misogyny,Private
6111,misinfo,Private
6112,misinfo,Private
6113,recovery_ed,Private
6114,alpha,Private
6115,pro_ana,Private
6116,alpha,Private
6117,benign,Private
6118,benign,Private
6119,benign,Private
6120,incel_misogyny,Private
6121,bullying,Private
6122,incel_misogyny,Private
6123,extremist,Public
6124,pro_ana,Private
6125,pro_ana,Private
6126,benign,Private
6127,bullying,Private
6128,ed_risk,Private
6129,pro_ana,Private
6130,recovery_ed,Private
6131,recovery_ed,Private
6132,recovery_ed,Private
6133,pro_ana,Private
6134,conspiracy,Private
6135,benign,Public
6136,ed_risk,Private
6137,ed_risk,Private
6138,gamergate,Private
6139,incel_misogyny,Private
6140,conspiracy,Private
6141,incel_misogyny,Private
6142,alpha,Private
6143,ed_risk,Private
6144,hate_speech,Private
6145,hate_speech,Public
6146,recovery_ed,Private
6147,benign,Private
6148,recovery_ed,Private
6149,recovery_ed,Private
6150,gamergate,Private
6151,benign,Private
6152,recovery_ed,Public
6153,benign,Private
6154,incel_misogyny,Private
6155,conspiracy,Private
6156,misinfo,Private
6157,benign,Private
6158,trad,Private
6159,extremist,Private
6160,incel_misogyny,Private
6161,extremist,Private
6162,extremist,Private
6163,gamergate,Private
6164,misinfo,Private
6165,trad,Private
6166,alpha,Private
6167,ed_risk,Private
6168,bullying,Private
6169,alpha,Private
6170,recovery_ed,Private
6171,incel_misogyny,Private
6172,extremist,Private
6173,benign,Private
6174,trad,Private
6175,incel_misogyny,Private
6176,ed_risk,Private
6177,benign,Private
6178,gamergate,Public
6179,pro_ana,Public
6180,pro_ana,Public
6181,extremist,Private
6182,conspiracy,Private
6183,alpha,Private
6184,hate_speech,Private
6185,incel_misogyny,Private
6186,bullying,Private
6187,gamergate,Public
6188,trad,Public
6189,gamergate,Private
6190,recovery_ed,Private
6191,recovery_ed,Private
6192,gamergate,Private
6193,extremist,Private
6194,incel_misogyny,Private
6195,alpha,Private
6196,incel_misogyny,Private
6197,hate_speech,Private
6198,conspiracy,Private
6199,bullying,Private
6200,bullying,Public
6201,pro_ana,Private
6202,bullying,Private
6203,misinfo,Private
6204,ed_risk,Private
6205,recovery_ed,Private
6206,benign,Private
6207,hate_speech,Public
6208,bullying,Private
6209,pro_ana,Private
6210,pro_ana,Private
6211,trad,Private
6212,pro_ana,Private
6213,trad,Private
6214,pro_ana,Private
6215,incel_misogyny,Private
6216,misinfo,Private
6217,gamergate,Private
6218,benign,Private
6219,hate_speech,Private
6220,recovery_ed,Private
6221,hate_speech,Private
6222,gamergate,Private
6223,alpha,Private
6224,bullying,Private
6225,recovery_ed,Private
6226,extremist,Private
6227,bullying,Private
6228,benign,Private
6229,misinfo,Private
6230,benign,Private
6231,benign,Public
6232,pro_ana,Public
6233,ed_risk,Private
6234,benign,Private
6235,benign,Private
6236,gamergate,Public
6237,benign,Private
6238,benign,Private
6239,extremist,Public
6240,ed_risk,Private
6241,hate_speech,Private
6242,ed_risk,Private
6243,misinfo,Private
6244,benign,Private
6245,incel_misogyny,Private
6246,recovery_ed,Private
6247,bullying,Private
6248,bullying,Public
6249,gamergate,Private
6250,misinfo,Private
6251,recovery_ed,Public
6252,pro_ana,Private
6253,recovery_ed,Private
6254,recovery_ed,Private
6255,bullying,Private
6256,trad,Private
6257,benign,Private
6258,bullying,Private
6259,recovery_ed,Private
6260,conspiracy,Private
6261,conspiracy,Private
6262,benign,Private
6263,trad,Private
6264,misinfo,Private
6265,gamergate,Private
6266,ed_risk,Private
6267,benign,Private
6268,recovery_ed,Private
6269,benign,Private
6270,misinfo,Private
6271,gamergate,Private
6272,gamergate,Private
6273,bullying,Private
6274,incel_misogyny,Private
6275,recovery_ed,Private
6276,ed_risk,Private
6277,misinfo,Private
6278,misinfo,Private
6279,conspiracy,Private
6280,hate_speech,Public
6281,recovery_ed,Private
6282,incel_misogyny,Private
6283,conspiracy,Private
6284,gamergate,Private
6285,hate_speech,Public
6286,conspiracy,Private
6287,alpha,Public
6288,alpha,Private
6289,misinfo,Public
6290,misinfo,Private
6291,pro_ana,Private
6292,conspiracy,Private
6293,benign,Private
6294,incel_misogyny,Private
6295,pro_ana,Private
6296,conspiracy,Private
6297,pro_ana,Private
6298,gamergate,Private
6299,bullying,Private
6300,benign,Private
6301,trad,Private
6302,gamergate,Private
6303,benign,Private
6304,recovery_ed,Private
6305,extremist,Public
6306,benign,Private
6307,extremist,Private
6308,benign,Private
6309,hate_speech,Private
6310,benign,Private
6311,recovery_ed,Private
6312,gamergate,Private
6313,alpha,Private
6314,bullying,Private
6315,hate_speech,Private
6316,recovery_ed,Private
6317,recovery_ed,Private
6318,gamergate,Private
6319,conspiracy,Private
6320,ed_risk,Private
6321,benign,Private
6322,incel_misogyny,Private
6323,extremist,Private
6324,alpha,Private
6325,gamergate,Private
6326,benign,Private
6327,hate_speech,Private
6328,extremist,Private
6329,recovery_ed,Public
6330,bullying,Private
6331,pro_ana,Private
6332,bullying,Private
6333,benign,Private
6334,bullying,Private
6335,bullying,Private
6336,recovery_ed,Private
6337,pro_ana,Private
6338,trad,Private
6339,incel_misogyny,Private
6340,trad,Private
6341,gamergate,Private
6342,recovery_ed,Private
6343,benign,Private
6344,recovery_ed,Private
6345,benign,Public
6346,recovery_ed,Private
6347,conspiracy,Private
6348,alpha,Private
6349,ed_risk,Private
6350,benign,Private
6351,trad,Private
6352,bullying,Private
6353,benign,Private
6354,alpha,Private
6355,conspiracy,Public
6356,hate_speech,Private
6357,ed_risk,Public
6358,misinfo,Private
6359,pro_ana,Private
6360,hate_speech,Private
6361,benign,Private
6362,recovery_ed,Private
6363,misinfo,Private
6364,pro_ana,Public
6365,misinfo,Private
6366,extremist,Private
6367,conspiracy,Private
6368,trad,Private
6369,bullying,Private
6370,bullying,Private
6371,incel_misogyny,Private
6372,incel_misogyny,Private
6373,ed_risk,Private
6374,hate_speech,Private
6375,hate_speech,Private
6376,ed_risk,Private
6377,pro_ana,Private
6378,pro_ana,Private
6379,recovery_ed,Private
6380,recovery_ed,Private
6381,pro_ana,Private
6382,hate_speech,Private
6383,benign,Private
6384,benign,Private
6385,extremist,Private
6386,ed_risk,Private
6387,recovery_ed,Private
6388,recovery_ed,Private
6389,misinfo,Private
6390,hate_speech,Private
6391,hate_speech,Private
6392,extremist,Private
6393,benign,Private
6394,recovery_ed,Private
6395,recovery_ed,Private
6396,hate_speech,Private
6397,ed_risk,Private
6398,pro_ana,Private
6399,bullying,Private
6400,hate_speech,Private
6401,gamergate,Private
6402,recovery_ed,Private
6403,hate_speech,Private
6404,pro_ana,Public
6405,ed_risk,Private
6406,alpha,Private
6407,ed_risk,Private
6408,hate_speech,Private
6409,conspiracy,Private
6410,bullying,Private
6411,benign,Private
6412,benign,Private
6413,recovery_ed,Private
6414,recovery_ed,Private
6415,alpha,Private
6416,ed_risk,Private
6417,benign,Private
6418,misinfo,Private
6419,conspiracy,Private
6420,extremist,Private
6421,recovery_ed,Private
6422,recovery_ed,Private
6423,trad,Private
6424,hate_speech,Private
6425,benign,Private
6426,ed_risk,Public
6427,recovery_ed,Private
6428,benign,Private
6429,pro_ana,Private
6430,gamergate,Private
6431,misinfo,Private
6432,benign,Private
6433,benign,Private
6434,pro_ana,Private
6435,misinfo,Private
6436,conspiracy,Public
6437,alpha,Private
6438,conspiracy,Private
6439,conspiracy,Private
6440,conspiracy,Private
6441,conspiracy,Private
6442,conspiracy,Private
6443,benign,Private
6444,trad,Private
6445,recovery_ed,Private
6446,conspiracy,Private
6447,extremist,Private
6448,gamergate,Private
6449,gamergate,Private
6450,benign,Private
6451,misinfo,Private
6452,alpha,Private
6453,benign,Private
6454,trad,Public
6455,pro_ana,Public
6456,hate_speech,Private
6457,benign,Private
6458,recovery_ed,Private
6459,gamergate,Private
6460,pro_ana,Private
6461,conspiracy,Private
6462,alpha,Private
6463,hate_speech,Public
6464,misinfo,Private
6465,benign,Private
6466,recovery_ed,Private
6467,gamergate,Private
6468,hate_speech,Private
6469,trad,Private
6470,trad,Private
6471,conspiracy,Private
6472,pro_ana,Private
6473,incel_misogyny,Private
6474,recovery_ed,Private
6475,trad,Private
6476,extremist,Private
6477,incel_misogyny,Private
6478,hate_speech,Private
6479,incel_misogyny,Private
6480,benign,Private
6481,misinfo,Private
6482,ed_risk,Private
6483,trad,Private
6484,benign,Private
6485,gamergate,Private
6486,alpha,Private
6487,trad,Private
6488,recovery_ed,Private
6489,ed_risk,Private
6490,ed_risk,Private
6491,alpha,Private
6492,recovery_ed,Private
6493,benign,Private
6494,pro_ana,Private
6495,ed_risk,Private
6496,gamergate,Private
6497,ed_risk,Private
6498,misinfo,Public
6499,benign,Private
6500,bullying,Private
6501,benign,Private
6502,incel_misogyny,Private
6503,alpha,Private
6504,gamergate,Private
6505,incel_misogyny,Private
6506,benign,Private
6507,bullying,Private
6508,gamergate,Private
6509,alpha,Private
